,Maior65Anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,VariasLinhasTelefonicas,ServicoDeInternet,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,TipoDeContrato,PagamentoOnline,FormaDePagamento,ContaMensal,Churn
1238,1,Nao,Nao,16,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,96.15,Sim
1239,0,Sim,Sim,3,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,58.7,Nao
1240,0,Nao,Nao,25,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.15,Nao
1241,0,Nao,Nao,30,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequePapel,64.5,Nao
1242,0,Sim,Nao,21,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,28.5,Nao
1243,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,45.3,Sim
1244,0,Nao,Nao,15,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,DebitoEmConta,19.4,Sim
1245,1,Sim,Nao,23,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,90.45,Nao
1246,0,Sim,Sim,45,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,105.15,Nao
1247,0,Sim,Sim,24,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,UmAno,Nao,DebitoEmConta,83.15,Nao
1248,0,Nao,Nao,11,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Nao,Mensalmente,Nao,ChequeDigital,90.15,Sim
1249,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,45.05,Sim
1250,0,Sim,Nao,56,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,103.2,Nao
1251,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,75.8,Sim
1252,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequeDigital,19.45,Nao
1253,0,Nao,Nao,7,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,79.3,Sim
1254,1,Sim,Nao,55,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,DoisAnos,Nao,CartaoDeCredito,88.8,Nao
1255,0,Nao,Nao,2,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,ChequeDigital,30.9,Sim
1256,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,85.9,Nao
1257,1,Nao,Nao,45,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,UmAno,Nao,ChequeDigital,34.2,Nao
1258,0,Nao,Nao,47,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,20.15,Nao
1259,1,Nao,Nao,46,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,UmAno,Nao,CartaoDeCredito,95.25,Sim
1260,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,50.3,Nao
1261,0,Sim,Nao,2,Sim,Nao,FibraOptica,Sim,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,ChequeDigital,80.15,Nao
1262,0,Sim,Nao,12,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,51.25,Nao
1263,1,Sim,Nao,68,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,89.6,Sim
1264,0,Sim,Sim,69,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,95.2,Nao
1265,1,Nao,Sim,56,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,UmAno,Nao,CartaoDeCredito,94.8,Nao
1266,1,Nao,Nao,4,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,80.25,Nao
1267,0,Sim,Nao,64,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Nao,DoisAnos,Sim,DebitoEmConta,76.1,Nao
1268,0,Sim,Nao,59,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Sim,ChequeDigital,110.15,Sim
1269,0,Sim,Sim,62,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,115.55,Nao
1270,0,Sim,Sim,63,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,CartaoDeCredito,24.65,Nao
1271,0,Nao,Nao,53,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,UmAno,Sim,ChequeDigital,53.6,Nao
1272,0,Sim,Sim,5,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.45,Nao
1273,1,Sim,Nao,49,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,88.2,Nao
1274,0,Sim,Sim,62,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,DoisAnos,Sim,DebitoEmConta,101.15,Nao
1275,0,Sim,Nao,55,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Nao,ChequePapel,56.8,Nao
1276,1,Sim,Nao,71,Sim,Nao,FibraOptica,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Sim,ChequeDigital,99.4,Nao
1277,0,Sim,Sim,72,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,CartaoDeCredito,20.1,Nao
1278,0,Sim,Sim,36,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoDeCredito,60.7,Nao
1279,0,Sim,Nao,25,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,DebitoEmConta,20.95,Nao
1280,1,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,114.85,Nao
1281,0,Nao,Nao,36,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,DebitoEmConta,19.25,Nao
1282,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequePapel,62.8,Nao
1283,0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Sim,ChequeDigital,105.5,Nao
1284,0,Sim,Sim,59,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.85,Nao
1285,1,Sim,Nao,7,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,89.5,Sim
1286,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoDeCredito,74.1,Nao
1287,0,Sim,Sim,30,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,107.5,Nao
1288,0,Nao,Nao,64,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.55,Nao
1289,0,Nao,Nao,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,UmAno,Nao,DebitoEmConta,68.8,Nao
1290,1,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,84.45,Nao
1291,0,Sim,Nao,8,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,75.0,Sim
1292,0,Nao,Nao,62,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,84.5,Nao
1293,0,Sim,Sim,67,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,111.2,Nao
1294,0,Nao,Nao,6,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,44.75,Sim
1295,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,80.6,Nao
1296,1,Nao,Nao,20,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,DebitoEmConta,80.7,Nao
1297,0,Nao,Nao,5,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,75.6,Nao
1298,0,Sim,Sim,24,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Nao,Sim,Sim,UmAno,Nao,ChequeDigital,57.6,Nao
1299,0,Sim,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,44.05,Sim
1300,0,Sim,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,110.6,Nao
1301,0,Sim,Sim,66,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Sim,CartaoDeCredito,58.2,Nao
1302,0,Sim,Sim,45,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequePapel,81.0,Nao
1303,0,Sim,Sim,69,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,19.7,Nao
1304,1,Sim,Nao,15,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,85.6,Sim
1305,0,Nao,Nao,28,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,59.55,Nao
1306,0,Nao,Nao,70,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoDeCredito,115.55,Sim
1307,0,Nao,Nao,36,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,UmAno,Sim,ChequePapel,75.55,Nao
1308,1,Nao,Nao,16,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,86.6,Sim
1309,0,Nao,Nao,18,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,85.2,Sim
1310,0,Sim,Nao,34,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,97.65,Sim
1311,0,Sim,Sim,42,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Nao,Nao,Sim,UmAno,Sim,CartaoDeCredito,45.1,Nao
1312,0,Nao,Nao,48,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,UmAno,Sim,DebitoEmConta,70.95,Nao
1313,0,Sim,Nao,47,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,109.55,Sim
1314,0,Sim,Sim,39,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Nao,Nao,UmAno,Sim,ChequeDigital,89.55,Sim
1315,0,Sim,Sim,11,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,CartaoDeCredito,20.9,Nao
1316,0,Nao,Nao,7,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,19.95,Nao
1317,0,Nao,Nao,3,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,24.6,Nao
1318,0,Nao,Nao,8,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,66.7,Nao
1319,0,Nao,Sim,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,19.45,Sim
1320,0,Sim,Sim,32,Sim,Nao,FibraOptica,Sim,Sim,Sim,Nao,Nao,Sim,UmAno,Nao,ChequePapel,94.8,Nao
1321,0,Sim,Sim,60,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Nao,UmAno,Sim,DebitoEmConta,65.85,Nao
1322,0,Sim,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,DebitoEmConta,19.95,Nao
1323,0,Sim,Nao,71,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,DebitoEmConta,24.65,Nao
1324,0,Sim,Sim,4,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.35,Sim
1325,1,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.25,Sim
1326,0,Sim,Sim,43,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Sim,Nao,UmAno,Sim,DebitoEmConta,51.25,Nao
1327,0,Sim,Nao,59,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,99.5,Sim
1328,0,Sim,Nao,23,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensalmente,Nao,ChequeDigital,54.25,Nao
1329,0,Sim,Nao,72,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,19.4,Nao
1330,0,Sim,Nao,22,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,UmAno,Sim,CartaoDeCredito,56.25,Nao
1331,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,25.15,Nao
1332,0,Nao,Nao,69,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,23.95,Nao
1333,0,Nao,Nao,50,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Sim,Nao,Nao,UmAno,Sim,ChequePapel,35.4,Nao
1334,1,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,25.2,Sim
1335,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,45.0,Sim
1336,0,Sim,Nao,15,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,75.35,Nao
1337,0,Nao,Nao,31,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,20.4,Nao
1338,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.15,Sim
1339,0,Sim,Nao,66,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,105.0,Sim
1340,0,Sim,Sim,0,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,CartaoDeCredito,56.05,Nao
1341,0,Nao,Sim,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,54.7,Sim
1342,0,Nao,Nao,8,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,20.0,Nao
1343,0,Sim,Sim,64,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoDeCredito,73.05,Nao
1344,0,Sim,Nao,28,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.5,Nao
1345,0,Sim,Nao,57,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoDeCredito,100.75,Nao
1346,0,Sim,Sim,14,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,87.25,Sim
1347,0,Nao,Nao,19,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,ChequePapel,19.95,Nao
1348,0,Sim,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,79.95,Sim
1349,0,Sim,Nao,51,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,49.65,Nao
1350,0,Sim,Nao,67,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,DoisAnos,Nao,ChequePapel,65.65,Nao
1351,0,Sim,Sim,11,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequeDigital,20.45,Nao
1352,0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,60.95,Nao
1353,0,Sim,Sim,66,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,ChequeDigital,20.35,Nao
1354,0,Nao,Nao,18,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,ChequeDigital,88.35,Sim
1355,0,Nao,Nao,9,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequeDigital,19.5,Nao
1356,0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,75.2,Nao
1357,0,Sim,Nao,48,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,111.45,Nao
1358,0,Nao,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,70.15,Nao
1359,0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,94.75,Sim
1360,1,Nao,Nao,13,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,95.05,Sim
1361,0,Nao,Nao,4,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,78.45,Sim
1362,0,Nao,Nao,4,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,70.2,Sim
1363,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,92.0,Nao
1364,0,Sim,Sim,51,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,85.5,Nao
1365,0,Sim,Nao,59,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,41.05,Sim
1366,0,Sim,Nao,10,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,85.6,Sim
1367,1,Sim,Nao,61,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,82.15,Nao
1368,0,Nao,Nao,54,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Nao,Nao,UmAno,Nao,ChequeDigital,84.4,Nao
1369,0,Nao,Nao,33,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,60.9,Nao
1370,0,Nao,Nao,27,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,DebitoEmConta,20.25,Nao
1371,1,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,79.2,Sim
1372,0,Nao,Nao,23,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Nao,ChequePapel,95.3,Nao
1373,0,Nao,Sim,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,19.85,Nao
1374,0,Sim,Sim,45,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequePapel,84.35,Nao
1375,0,Sim,Sim,39,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,DebitoEmConta,19.85,Nao
1376,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,ChequePapel,70.0,Sim
1377,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,DebitoEmConta,82.3,Nao
1378,0,Sim,Sim,58,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,66.8,Nao
1379,0,Nao,Nao,70,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Nao,Nao,DoisAnos,Sim,DebitoEmConta,44.6,Nao
1380,0,Sim,Sim,61,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,98.45,Nao
1381,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,70.7,Nao
1382,0,Sim,Sim,46,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,24.95,Nao
1383,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,49.95,Sim
1384,0,Sim,Nao,22,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.25,Sim
1385,0,Nao,Nao,48,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,102.5,Nao
1386,0,Nao,Nao,64,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,86.55,Nao
1387,0,Sim,Sim,72,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,24.3,Nao
1388,0,Sim,Sim,12,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,58.35,Nao
1389,1,Sim,Nao,34,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,94.25,Sim
1390,0,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Sim,DoisAnos,Nao,CartaoDeCredito,68.75,Nao
1391,0,Sim,Nao,29,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,85.8,Nao
